Title,Author,Genre,Height,Publisher
Introduction to Algorithms,"Cormen, Thomas",computer_science,234,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Identity & Violence,"Sen, Amartya",philosophy,219,
Fundamentals of Wavelets,"Goswami, Jaideva",signal_processing,228,Wiley
Fundamentals of Wavelets,"Goswami, Jaideva",tech,228,
Hafasavnuk,Deshpande P L,fiction,211,
"Age of the Warrior, The","Fisk, Robert",history,197,
"World's Greatest Short Stories, The",,fiction,217,
Selected Short Stories,,fiction,215,
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,HarperCollins
Scoop!,"Nayar, Kuldip",history,216,
Catch 22,"Heller, Joseph",fiction,178,
Veil: Secret Wars of the CIA,"Woodward, Bob",history,171,
"Russian Journal, A","Steinbeck, John",nonfiction,196,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
"Short History of the World, A","Wells, H G",nonfiction,197,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
Veil: Secret Wars of the CIA,"Woodward, Bob",history,171,
From Beirut to Jerusalem,"Friedman, Thomas",nonfiction,202,
Batman: The Long Halloween,,fiction,258,
Birth of a Theorem,"Villani, Cedric",science,234,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
From Beirut to Jerusalem,"Friedman, Thomas",history,202,
Statistical Decision Theory',"Pratt, John",tech,236,
Integration of the Indian States,"Menon, V P",history,217,
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,Penguin
Pattern Classification,"Duda, Hart",tech,241,
We the Living,"Rand, Ayn",fiction,178,
Mein Kampf,"Hitler, Adolf",nonfiction,212,
Jurassic Park,"Crichton, Michael",fiction,174,
"World's Great Thinkers, The",,philosophy,189,
"Wealth of Nations, The","Smith, Adam",economics,175,
Statistical Learning Theory,"Vapnik, Vladimir",tech,228,
Final Crisis,,fiction,257,
"Journal of Economics, vol 106 No 3",,economics,235,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,
India's Legal System,Nariman,nonfiction,177,
New Markets & Other Essays,"Drucker, Peter",economics,176,
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
Half A Life,"Naipaul, V S",fiction,196,
Batman Earth One,,comic,265,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
"Great War for Civilization, The","Fisk, Robert",history,197,
Crisis on Infinite Earths,,fiction,258,
False Impressions,"Archer, Jeffery",fiction,177,
False Impressions,"Archer, Jeffery",fiction,177,
Pattern Classification,"Duda, Hart",tech,241,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",data_science,230,
Political Philosophers,,philosophy,162,
Return of the Primitive,"Rand, Ayn",philosophy,202,
Data Structures Using C & C++,"Tanenbaum, Andrew",computer_science,235,
Burning Bright,"Steinbeck, John",fiction,175,
"Code Book, The","Singh, Simon",science,197,
"Attorney, The",,fiction,170,
Freakonomics,"Dubner, Stephen",economics,197,Penguin
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Trial, The","Kafka, Frank",fiction,198,
"World's Greatest Short Stories, The",,fiction,217,
Justice League: The Villain's Journey,,comic,258,
Beyond the Three Seas,"Dalrymple, William",nonfiction,197,Random House
"Prisoner of Birth, A","Archer, Jeffery",fiction,176,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
Python for Data Analysis,"McKinney, Wes",tech,233,O'Reilly
"Veteran, The","Forsyth, Frederick",fiction,177,
Making Software,"Oram, Andy",tech,232,
"Information, The","Gleick, James",science,233,
Murphy's Law,,philosophy,178,
Structure and Randomness,"Tao, Terence",science,252,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
Electric Universe,"Bodanis, David",science,201,Penguin
Urlasurla,Deshpande P L,fiction,211,
"Christmas Carol, A","Dickens, Charles",fiction,196,
"Attorney, The",,fiction,170,
Apulki,"Deshpande, P L",nonfiction,211,
Neural Networks,"Haykin, Simon",data_science,240,
Freedom at Midnight,"Lapierre, Dominique",history,167,
Image Processing with MATLAB,"Eddins, Steve",tech,241,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",philosophy,224,
"Prince, The",Machiavelli,philosophy,173,
Batman Handbook,,comic,270,
Ayn Rand Answers,"Rand, Ayn",philosophy,203,
"Information, The","Gleick, James",science,233,
Half A Life,"Naipaul, V S",fiction,196,
Batman: The Long Halloween,,comic,258,
Angels & Demons,"Brown, Dan",fiction,170,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
Superman Earth One - 1,,comic,259,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
"Journal of Economics, vol 106 No 3",,science,235,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
"Brethren, The","Grisham, John",fiction,174,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
"Code Book, The","Singh, Simon",science,197,
Manasa,"Kale, V P",nonfiction,213,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,Random House
"Theory of Everything, The","Hawking, Stephen",science,217,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
"Idea of Justice, The","Sen, Amartya",philosophy,212,
Learning OpenCV,"Bradsky, Gary",data_science,232,O'Reilly
Design with OpAmps,"Franco, Sergio",computer_science,240,
"Deceiver, The","Forsyth, Frederick",fiction,178,
India's Legal System,Nariman,nonfiction,177,
From Beirut to Jerusalem,"Friedman, Thomas",history,202,
"World's Greatest Trials, The",,nonfiction,210,
"Signal and the Noise, The","Silver, Nate",tech,233,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,Picador
"Analysis, Vol I","Tao, Terence",mathematics,248,HBA
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
"History of England, Foundation","Ackroyd, Peter",history,197,
Physics & Philosophy,"Heisenberg, Werner",science,197,
We the Living,"Rand, Ayn",fiction,178,Penguin
Batman Handbook,,fiction,270,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,Random House
"Age of Wrath, The","Eraly, Abraham",history,238,
Flashpoint,,fiction,265,
False Impressions,"Archer, Jeffery",fiction,177,
"Story of Philosophy, The","Durant, Will",philosophy,170,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",history,180,
Free Will,"Harris, Sam",philosophy,203,FreePress
Let Us C,"Kanetkar, Yashwant",computer_science,213,
Once There Was a War,"Steinbeck, John",nonfiction,196,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
20000 Leagues Under the Sea,"Verne, Jules",fiction,190,
Mein Kampf,"Hitler, Adolf",nonfiction,212,Rupa
Batman: The Long Halloween,,comic,258,
Pointers in C,"Kanetkar, Yashwant",computer_science,213,
Ashenden of The British Agent,"Maugham, William S",fiction,160,
Power Electronics - Mohan,"Mohan, Ned",computer_science,237,
Oxford book of Modern Science Writing,"Dawkins, Richard",science,240,
"Life in Letters, A","Steinbeck, John",nonfiction,196,
"World's Greatest Short Stories, The",,fiction,217,Jaico
"Computer Vision, A Modern Approach","Forsyth, David",tech,255,Pearson
"World's Greatest Short Stories, The",,fiction,217,
Structure and Randomness,"Tao, Terence",science,252,
"Outsider, The","Camus, Albert",fiction,198,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,Penguin
Ashenden of The British Agent,"Maugham, William S",fiction,160,Vintage
"Arthashastra, The",Kautiyla,philosophy,214,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
Flashpoint,,fiction,265,
False Impressions,"Archer, Jeffery",fiction,177,
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
Girl who kicked the Hornet's Nest,"Larsson, Steig",fiction,179,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,
Doctor in the Nude,"Gordon, Richard",fiction,179,
Manasa,"Kale, V P",nonfiction,213,
Dylan on Dylan,"Dylan, Bob",nonfiction,197,
Justice League: The Villain's Journey,,comic,258,
Journal of a Novel,"Steinbeck, John",fiction,196,Penguin
Electric Universe,"Bodanis, David",science,201,Penguin
Data Mining Handbook,"Nisbet, Robert",tech,242,Apress
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",history,180,
Power Electronics - Rashid,"Rashid, Muhammad",computer_science,235,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,Simon&Schuster
Batman Earth One,,fiction,265,
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",nonfiction,228,
Asami Asami,"Deshpande, P L",fiction,205,Mauj
Elements of Information Theory,"Thomas, Joy",tech,229,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
"Computer Vision, A Modern Approach","Forsyth, David",data_science,255,
Rosy is My Relative,"Durrell, Gerald",fiction,176,
We the People,Palkhivala,philosophy,216,
Sea of Poppies,"Ghosh, Amitav",fiction,197,Penguin
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,
"Short History of the World, A","Wells, H G",history,197,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
Doctor in the Nude,"Gordon, Richard",fiction,179,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
Crime and Punishment,"Dostoevsky, Fyodor",fiction,180,
Jurassic Park,"Crichton, Michael",fiction,174,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",nonfiction,180,
Batman Handbook,,comic,270,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
Structure and Randomness,"Tao, Terence",science,252,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
Introduction to Algorithms,"Cormen, Thomas",computer_science,234,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
Pointers in C,"Kanetkar, Yashwant",tech,213,
Freedom at Midnight,"Lapierre, Dominique",history,167,
Data Analysis with Open Source Tools,"Janert, Phillip",data_science,230,
"Veteran, The","Forsyth, Frederick",fiction,177,
Python for Data Analysis,"McKinney, Wes",data_science,233,O'Reilly
Python for Data Analysis,"McKinney, Wes",data_science,233,
Political Philosophers,,philosophy,162,
"Attorney, The",,fiction,170,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",nonfiction,180,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
Superman Earth One - 1,,comic,259,
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,Mauj
Data Scientists at Work,Sebastian Gutierrez,tech,230,
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,
Integration of the Indian States,"Menon, V P",nonfiction,217,
"Arthashastra, The",Kautiyla,philosophy,214,
Physics & Philosophy,"Heisenberg, Werner",science,197,Penguin
Rationality & Freedom,"Sen, Amartya",science,213,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
"Deceiver, The","Forsyth, Frederick",fiction,178,
Girl who played with Fire,"Larsson, Steig",fiction,179,
How to Think Like Sherlock Holmes,"Konnikova, Maria",nonfiction,240,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,Random House
Statistical Decision Theory',"Pratt, John",tech,236,
Flashpoint,,comic,265,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
Animal Farm,"Orwell, George",fiction,180,
Sea of Poppies,"Ghosh, Amitav",fiction,197,Penguin
"History of England, Foundation","Ackroyd, Peter",history,197,
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
Data Scientists at Work,Sebastian Gutierrez,tech,230,Apress
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
"Social Choice & Welfare, Vol 39 No. 1",Various,tech,235,
"Life in Letters, A","Steinbeck, John",nonfiction,196,
Maqta-e-Ghalib,"Garg, Sanjay",fiction,221,Mauj
"Signal and the Noise, The","Silver, Nate",tech,233,
Introduction to Algorithms,"Cormen, Thomas",tech,234,MIT Press
Scoop!,"Nayar, Kuldip",nonfiction,216,
Urlasurla,Deshpande P L,fiction,211,
India's Legal System,Nariman,nonfiction,177,
"Age of Wrath, The","Eraly, Abraham",nonfiction,238,
Crisis on Infinite Earths,,comic,258,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,
"Hunchback of Notre Dame, The","Hugo, Victor",fiction,175,
Statistical Decision Theory',"Pratt, John",tech,236,
Slaughterhouse Five,"Vonnegut, Kurt",fiction,198,
Bookless in Baghdad,"Tharoor, Shashi",nonfiction,206,Penguin
"Theory of Everything, The","Hawking, Stephen",science,217,
History of the DC Universe,,fiction,258,
O Jerusalem!,"Lapierre, Dominique",nonfiction,217,
"Journal of Economics, vol 106 No 3",,science,235,
"Information, The","Gleick, James",science,233,
Statistical Decision Theory',"Pratt, John",tech,236,MIT Press
Mossad,"Baz-Zohar, Michael",nonfiction,236,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",history,180,
Freakonomics,"Dubner, Stephen",science,197,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,
Fundamentals of Wavelets,"Goswami, Jaideva",tech,228,Wiley
From Beirut to Jerusalem,"Friedman, Thomas",history,202,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
"Discovery of India, The","Nehru, Jawaharlal",nonfiction,230,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,Routledge
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
"Prince, The",Machiavelli,philosophy,173,
Machine Learning for Hackers,"Conway, Drew",data_science,233,O'Reilly
More Tears to Cry,"Sassoon, Jean",fiction,235,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,
From Beirut to Jerusalem,"Friedman, Thomas",nonfiction,202,
From Beirut to Jerusalem,"Friedman, Thomas",history,202,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Design with OpAmps,"Franco, Sergio",computer_science,240,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
India from Midnight to Milennium,"Tharoor, Shashi",history,198,Penguin
Return of the Primitive,"Rand, Ayn",philosophy,202,Penguin
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,
"Signal and the Noise, The","Silver, Nate",data_science,233,
Python for Data Analysis,"McKinney, Wes",data_science,233,
"Analysis, Vol I","Tao, Terence",tech,248,
"Prince, The",Machiavelli,fiction,173,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
"Analysis, Vol I","Tao, Terence",tech,248,
"Attorney, The",,fiction,170,
Journal of a Novel,"Steinbeck, John",fiction,196,
Empire of the Mughal - Raiders from the North,"Rutherford, Alex",history,180,
Men of Mathematics,"Bell, E T",mathematics,217,
"Idiot, The","Dostoevsky, Fyodor",fiction,197,
Econometric Analysis,"Greene, W. H.",tech,242,Pearson
"Veteran, The","Forsyth, Frederick",fiction,177,
Superman Earth One - 1,,comic,259,
New Markets & Other Essays,"Drucker, Peter",science,176,Penguin
"Idea of Justice, The","Sen, Amartya",nonfiction,212,
Data Structures Using C & C++,"Tanenbaum, Andrew",computer_science,235,
Urlasurla,Deshpande P L,fiction,211,
All the President's Men,"Woodward, Bob",nonfiction,177,Random House
"Pillars of the Earth, The","Follett, Ken",fiction,176,Random House
Veil: Secret Wars of the CIA,"Woodward, Bob",history,171,
"Theory of Everything, The","Hawking, Stephen",science,217,
God Created the Integers,"Hawking, Stephen",mathematics,197,
"Ropemaker, The","Dickinson, Peter",fiction,196,
Jurassic Park,"Crichton, Michael",fiction,174,
"Story of Philosophy, The","Durant, Will",philosophy,170,
False Impressions,"Archer, Jeffery",fiction,177,
"Outsider, The","Camus, Albert",fiction,198,Penguin
We the Living,"Rand, Ayn",fiction,178,
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,Penguin
Dylan on Dylan,"Dylan, Bob",nonfiction,197,
Jurassic Park,"Crichton, Michael",fiction,174,
One,"Bach, Richard",nonfiction,172,
"Cathedral and the Bazaar, The","Raymond, Eric",computer_science,217,
"Last Lecture, The","Pausch, Randy",nonfiction,197,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
City of Djinns,"Dalrymple, William",nonfiction,198,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",nonfiction,228,
"Complete Sherlock Holmes, The - Vol II","Doyle, Arthur Conan",fiction,176,
Birth of a Theorem,"Villani, Cedric",science,234,
Angels & Demons,"Brown, Dan",fiction,170,
"Short History of the World, A","Wells, H G",history,197,
"Attorney, The",,fiction,170,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
"Case of the Lame Canary, The","Gardner, Earle Stanley",fiction,179,
On Education,"Russell, Bertrand",philosophy,203,
Data Scientists at Work,Sebastian Gutierrez,data_science,230,
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
Pattern Classification,"Duda, Hart",data_science,241,
"Moon is Down, The","Steinbeck, John",fiction,196,Penguin
All the President's Men,"Woodward, Bob",nonfiction,177,
Soft Computing & Intelligent Systems,"Gupta, Madan",tech,242,Elsevier
Burning Bright,"Steinbeck, John",fiction,175,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,
"Information, The","Gleick, James",science,233,
Selected Short Stories,,fiction,215,
Superman Earth One - 1,,comic,259,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
Learning OpenCV,"Bradsky, Gary",tech,232,
How to Think Like Sherlock Holmes,"Konnikova, Maria",psychology,240,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Pointers in C,"Kanetkar, Yashwant",computer_science,213,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",nonfiction,180,
"Artist and the Mathematician, The","Aczel, Amir",science,186,HighStakes
